type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31
10,-0.013607604429125786,0.011458015069365501,-0.009289084002375603,0.00729712750762701,0.00647925678640604,-0.013216967694461346,-0.012843696400523186,-0.005973659921437502,-0.012279094196856022,-0.005386129952967167,-0.0021458028350025415,-0.01159647200256586,0.012907173484563828,-0.007672352250665426,0.0003151055134367198,-0.0020462479442358017,-0.013329161331057549,-0.012159498408436775,-0.0023196167312562466,-0.0007259101257659495,-0.013524428009986877,-0.01024565938860178,0.014269471168518066,0.007522952742874622,0.011948557570576668,-0.008794419467449188,0.009553240612149239,0.010095479898154736,0.013029170222580433,-0.009099271148443222,-0.005618116818368435,-0.013235182501375675
11,-0.004794505890458822,0.012737272307276726,-0.014125058427453041,-0.009249851107597351,-0.004980328492820263,-0.0045622121542692184,0.014687771908938885,0.0031998485792428255,0.013132823631167412,0.002560738008469343,0.009095339104533195,0.0023163766600191593,-0.0008602777379564941,0.0013655285583809018,-0.009024729020893574,0.0027505240868777037,0.003809693967923522,-0.004128107335418463,0.009608753025531769,0.0029077832587063313,-0.015031504444777966,-0.0024369442835450172,-0.0008615441038273275,0.008430208079516888,-0.004381312057375908,0.013393883593380451,0.010203368961811066,-0.0007237712852656841,0.0025133967865258455,-0.011645019985735416,0.0015422547003254294,-0.007670457009226084
12,0.0077209738083183765,-0.013146942481398582,-0.0033326311968266964,0.010120435617864132,-0.013081101700663567,0.01099239382892847,-0.01546385232359171,-0.009370450861752033,-0.000619181024376303,0.011701680719852448,0.006514608860015869,0.010526211932301521,-0.013883896172046661,-0.008836566470563412,0.009388833306729794,0.0002839859516825527,-0.007063029333949089,-0.0025718591641634703,0.006088695954531431,-0.00539836660027504,0.002055229851976037,-0.011399504728615284,-0.011846077628433704,-0.014219190925359726,-0.0008010611636564136,0.006383921019732952,-0.0030855671502649784,0.003959265071898699,-0.014182629995048046,-0.004406632389873266,0.010702073574066162,-0.00784071534872055
13,-0.008034661412239075,-0.01163245178759098,-4.796735811396502e-05,-0.002184010809287429,-0.005667025689035654,-0.006505363620817661,-0.014988080598413944,-0.0031053321436047554,0.009298627264797688,0.00781609583646059,0.012376935221254826,-0.01243969239294529,0.007431380916386843,-0.015327798202633858,0.012434711679816246,0.0011830090079456568,0.006894251797348261,0.0015231590950861573,-0.005461074877530336,-0.003804075066000223,0.008393269963562489,0.004514540079981089,-0.002549136523157358,-0.013874866999685764,0.010726348496973515,-0.010100916028022766,-0.013672186061739922,0.0007286285399459302,0.012901444919407368,-0.007957466877996922,-0.004942629486322403,-0.0036353871691972017
14,0.013335415162146091,-0.0016023904317989945,-0.0018499961588531733,0.016510896384716034,-0.009264545515179634,0.013072156347334385,0.012731282971799374,0.009769141674041748,-0.00995564740151167,0.009906716644763947,0.012458166107535362,-0.0029689371585845947,0.00034077727468684316,0.005835833493620157,-0.0002025954017881304,-0.007621169090270996,-0.010440182872116566,-0.007224124390631914,0.010698968544602394,-0.0076093715615570545,-0.015619887039065361,0.01464956346899271,0.002689048647880554,0.015055377036333084,-0.00028279528487473726,-0.011004973202943802,-0.014889162965118885,-0.000990038737654686,-0.011568416841328144,0.001764661050401628,0.006611254531890154,0.008018949069082737
15,-0.01153789833188057,-0.005679033230990171,0.008454479277133942,0.014523761346936226,-0.012073163874447346,-0.014327178709208965,-0.004781973548233509,-0.015845654532313347,-0.013230785727500916,0.0006564685609191656,-0.006628716830164194,-0.0056207915768027306,-0.005699888337403536,-0.007866761647164822,-0.009681032970547676,0.010052411817014217,0.0009848689660429955,-0.0016568424180150032,0.006982053630053997,-0.011593477800488472,0.003437778912484646,0.00628221919760108,-0.013404760509729385,0.01269559096544981,0.0019774744287133217,-0.013061132282018661,0.008450212888419628,0.008932892233133316,0.0036069084890186787,0.005967770703136921,-0.00796556007117033,0.009026343002915382
16,0.012248317711055279,-0.002852539299055934,0.003030624706298113,-0.009892541915178299,-0.009659560397267342,0.0037474709097296,0.008928797207772732,-0.0019908149261027575,0.007187477312982082,0.0018941357266157866,0.007606221362948418,-0.002947012661024928,-0.011689510196447372,-0.002964567393064499,0.015476599335670471,-0.006617214065045118,0.012564441189169884,0.004192668944597244,0.0034650699235498905,-0.00542075140401721,0.012022091075778008,0.0010605378774926066,0.010685202665627003,0.008313295431435108,-0.012787844054400921,-0.011980915442109108,-0.00808622408658266,-0.002321193227544427,-0.003603031625971198,-0.007628884632140398,0.009028992615640163,0.0001036652029142715
17,-0.01390917506068945,-0.016069890931248665,-0.012568122707307339,-0.0015711109153926373,-0.001996108563616872,0.011561001650989056,-0.010575894266366959,-0.0025190541055053473,-0.0036745122633874416,-0.005889585707336664,0.0018975891871377826,-0.009835009463131428,-0.004485161509364843,0.008526276797056198,0.003704371629282832,0.013869942165911198,0.006026787217706442,0.007210341282188892,0.0012203778605908155,-0.008848391473293304,-0.0134139908477664,0.007028359919786453,-0.0005568442866206169,0.012365193106234074,-0.011556764133274555,0.009204216301441193,-0.0031198293436318636,0.011983373202383518,-0.007629893720149994,-0.003271594177931547,-1.0865262538573006e-06,0.0018201573984697461
18,-0.006675249896943569,-0.00455861771479249,0.003297130111604929,0.007357798051089048,-0.014073935337364674,0.0026906472630798817,-0.0013402027543634176,-0.012584112584590912,0.0003049240622203797,-0.004272783175110817,-0.013995464891195297,-0.01372404582798481,0.0073901452124118805,0.006890144664794207,0.004188712686300278,0.01407370250672102,-0.01119768712669611,-0.007464258465915918,0.010450171306729317,0.0027577532455325127,-0.014405803754925728,-0.002707221545279026,-0.008922639302909374,-0.003120714332908392,-0.0048959096893668175,-0.009592789225280285,0.0008002590038813651,0.015326641499996185,0.013685268349945545,0.008038085885345936,-0.015015942044556141,-0.010371845215559006
19,-0.0012238315539434552,0.010678570717573166,0.006360877770930529,-0.004778904374688864,0.0035058525390923023,-0.007247910834848881,-0.004865917377173901,-0.003323447424918413,-0.0037212001625448465,-0.0020503925625234842,0.009130880236625671,0.0059943730011582375,0.015555910766124725,0.013373917900025845,-0.003581403521820903,0.012729024514555931,-0.0037183999083936214,0.012511116452515125,-0.004639694932848215,0.011208874173462391,-0.008429295383393764,0.010628636926412582,-0.009022506885230541,-0.00886857695877552,-0.010863786563277245,-0.0023556784726679325,0.009053143672645092,0.011296950280666351,0.012871092185378075,0.013699616305530071,-0.0034865597262978554,0.013394496403634548
